,Job Title,Company Name,Location,Sector,City,State
1185,Medical Lab Scientist Specialist - Microbiology,"Houston Methodist
4.1","Houston, TX",Health Care,Houston,Texas
1186,Cost Data Analyst,"Mondo
3.8","Houston, TX",Business Services,Houston,Texas
1187,IS / IT Business Analysts (Business Intelligence Analyst),AstuteOne,"Houston, TX",-1,Houston,Texas
1188,Research Scientist - Dr. Kapil N. Bhalla's Laboratory,"MD Anderson Cancer Center
4.4","Houston, TX",Health Care,Houston,Texas
1189,Omnichannel Marketing Data Analyst,"Sun and Ski Sports
3.6","Houston, TX",Retail,Houston,Texas
1190,"Director, Strategic Research Data Science","E&A
3.8","Houston, TX",-1,Houston,Texas
1191,Machine Learning Engineer,"Pro Lancer
5.0","Houston, TX",-1,Houston,Texas
1192,Sr. Data Engineer,"LyondellBasell Industries
3.7","Houston, TX",Manufacturing,Houston,Texas
1193,Project Scientist for Emergency Response,"Weston Solutions Inc.
3.6","Houston, TX","Oil, Gas, Energy & Utilities",Houston,Texas
1194,HCC Data Analyst,"Kelsey Seybold Clinic
3.6","Pearland, TX",Health Care,Pearland,Texas
1195,"Azure Data Engineer@Houston, TX","Diverse Lynx
3.9","Houston, TX",Information Technology,Houston,Texas
1196,Data Analyst III,"Virtus Partners LLC
2.8","Houston, TX",Finance,Houston,Texas
1197,Assay Development Scientist,"CooperSurgical
2.7","Houston, TX",Manufacturing,Houston,Texas
1198,Data Engineer,"Frontend Arts
4.5","Houston, TX",Information Technology,Houston,Texas
1199,"Senior Scientist, BioAssay Services",US05 Lonza Houston Inc.,"Houston, TX",-1,Houston,Texas
1200,Medical Laboratory Scientist/Medical Technologist,"Houston Methodist
4.1","Houston, TX",Health Care,Houston,Texas
1201,Big Data Engineer,"Robert Half
3.5","Houston, TX",Business Services,Houston,Texas
1202,Business Intelligence Analytics Manager,"Hexagon PPM
3.6","Houston, TX",Information Technology,Houston,Texas
1203,Data Analyst Lead - SAP,"Capgemini
3.8","Houston, TX",Information Technology,Houston,Texas
1204,Senior Data Analyst,"Harris County
3.2","Houston, TX",Health Care,Houston,Texas
1205,Data Science Manager,"LyondellBasell
3.7","Houston, TX",Manufacturing,Houston,Texas
1206,Data Engineer - Business Intelligence,"Alliant Group
1.0","Houston, TX",Finance,Houston,Texas
1207,Data Engineer-2,"Mindteck US
3.3","Houston, TX",Information Technology,Houston,Texas
1208,"Data Engineer-Houston,TX","Georgia IT Inc.
5.0","Houston, TX",-1,Houston,Texas
1209,Manufacturing Science and Technology Scientist,"Lonza
3.3","Houston, TX",Biotech & Pharmaceuticals,Houston,Texas
1210,Senior Data Analyst,"Smith Hanley Associates
4.5","Houston, TX",Business Services,Houston,Texas
1211,QA Automaion Data Science,"Sunmerge Systems Inc
2.8","Houston, TX",Consumer Services,Houston,Texas
1212,Sr. Data Engineer,"Irvine Technology Corporation
4.0","Houston, TX",Business Services,Houston,Texas
1213,Lead Big Data Engineer / Architect - Director,"JPMorgan Chase Bank, N.A.
3.9","Houston, TX",Finance,Houston,Texas
1214,Data Engineer - Relocate to Washington D.C.,"CIA
3.8","Houston, TX",Government,Houston,Texas
1215,Sr. IoT Data Scientist - AWS Professional Services,"Amazon
3.9","Houston, TX",Information Technology,Houston,Texas
1216,Manufacturing Science and Technology Senior Scientist (Viral Vector),"Lonza
3.3","Houston, TX",Biotech & Pharmaceuticals,Houston,Texas
1217,Data Analyst - Report Writer,"EAG Services
4.6","Houston, TX",Business Services,Houston,Texas
1218,Software Developer - Data Science (HCTRA),"Peterson Sullivan
3.0","Houston, TX",-1,Houston,Texas
1219,Senior Data Engineer,"LyondellBasell Industries
3.7","Houston, TX",Manufacturing,Houston,Texas
1220,VBA Software developer / IT Data Analyst SQL,"The Jupiter Group
4.4","Spring, TX",Business Services,Spring,Texas
1221,Data Engineer,"Alpha Net Consulting, LLC
3.1","Houston, TX",Information Technology,Houston,Texas
1222,Data Analytics Manager,"PinnacleART
2.0","Pasadena, TX","Oil, Gas, Energy & Utilities",Pasadena,Texas
1223,Healthcare Information and Data Analyst II,"Kelsey-Seybold
3.6","Pearland, TX",Health Care,Pearland,Texas
1224,Data Engineer - Outcomes Research,"Houston Methodist
4.1","Houston, TX",Health Care,Houston,Texas
1225,Program Manager (TTI Associate Research Scientist),"Texas Transportation Institute
4.5","Houston, TX",Business Services,Houston,Texas
1226,Design Quality Scientist,"CooperSurgical
2.7","Houston, TX",Manufacturing,Houston,Texas
1227,"Business Applications, Infor Analytics Consultant","Grant Thornton
3.7","Houston, TX",Accounting & Legal,Houston,Texas
1228,Medical Laboratory Scientist - Full Time - Days,"Houston Methodist
4.1","Houston, TX",Health Care,Houston,Texas
1229,Data Modeler,"Lorven Technologies Inc
4.0","Houston, TX",Accounting & Legal,Houston,Texas
1230,Chief Medical Laboratory Scientist,"Houston Methodist
4.1","Houston, TX",Health Care,Houston,Texas
1231,Computer Scientist,"Arcadis UK
3.7","Houston, TX","Construction, Repair & Maintenance",Houston,Texas
1232,Research and Development Bioprocessing Scientist (Upstream),US05 Lonza Houston Inc.,"Houston, TX",-1,Houston,Texas
1233,Python Data Engineer/Developer (9-15 yrs),"Wise Men Consultants
3.2","Houston, TX",Information Technology,Houston,Texas
1234,Workforce & Data Analytics Manager (Call Center Experience Required),"Harris Health System
3.2","Houston, TX",Health Care,Houston,Texas
1235,Data Engineer with ETL and DataModeling,LiveMindz,"Houston, TX",-1,Houston,Texas
1236,Business Intelligence Analyst I - Finance - Decision Support Systems,"Harris Health System
3.2","Houston, TX",Health Care,Houston,Texas
1237,Azure Data Engineer with Full Stack Developer,"Itbrainiac
3.2","Houston, TX",Information Technology,Houston,Texas
1238,Project Scientist II,"Alliance Source Testing
3.7","Pasadena, TX",Business Services,Pasadena,Texas
1239,CBO Data Analyst,"Kelsey-Seybold
3.6","Pearland, TX",Health Care,Pearland,Texas
1240,Data Engineer,m1neral,"Houston, TX",-1,Houston,Texas
1241,Master Data Analyst,AllRedi,"Pasadena, TX",-1,Pasadena,Texas
1242,Medical Laboratory Scientist - Pathology/Blood Bank - Night shift,"Houston Methodist
4.1","Houston, TX",Health Care,Houston,Texas
1243,Splunk SME / Data Analyst _ TXho_,Talbridge Corporation,"Houston, TX",Business Services,Houston,Texas
1244,Senior HFT Futures Quantitative Research Scientist,"Quantlab
3.7","Houston, TX",Finance,Houston,Texas
1245,Chief Medical Lab Scientist - Evenings,"Houston Methodist
4.1","Houston, TX",Health Care,Houston,Texas
1246,Azure Focused Data Engineer,Microtek Digital LLC,"Houston, TX",-1,Houston,Texas
1247,Medical Laboratory Scientist - Molecular Diagnostics - Night Shift,"Houston Methodist
4.1","Houston, TX",Health Care,Houston,Texas
1248,Medical Laboratory Scientist - Molecular Diagnostics - Day Shift,"Houston Methodist
4.1","Houston, TX",Health Care,Houston,Texas
1249,Medical Laboratory Scientist - Core Lab - Part-Time,"Houston Methodist
4.1","Houston, TX",Health Care,Houston,Texas
1250,Data Engineering Manager,"LyondellBasell
3.7","Houston, TX",Manufacturing,Houston,Texas
1251,Python with Spark Developer / Data Engineer,"Infogium Technologies, LLC
5.0","Houston, TX",-1,Houston,Texas
1252,"Financial Quantitative Analyst, Financial Services Risk Management - Structured Finance - Financial",Ernst & Young LLP,"Houston, TX",-1,Houston,Texas
1253,Valuation & Business Analytics Manager,"BDO USA
3.7","Houston, TX",Accounting & Legal,Houston,Texas
1254,Data Analyst III (Healthcare Analytics),"Corporate
2.0","Houston, TX",-1,Houston,Texas
1255,Business Intelligence Analyst II - Finance - Revenue Cycle Support Systems,"Harris Health System
3.2","Houston, TX",Health Care,Houston,Texas
1256,Business Intelligence Analyst I - Finance - Revenue Cycle Support Systems,"Harris Health System
3.2","Houston, TX",Health Care,Houston,Texas
1257,Medical Laboratory Scientist - Immuno Diagnostics - Evening Shift,"Houston Methodist
4.1","Houston, TX",Health Care,Houston,Texas
1258,Python Data Engineer - RT,KLM Careers,"Houston, TX",-1,Houston,Texas
1259,ETL Python Data Engineer at IBM (Visa Sponsorship for Canada),Talent Acquisition Québec,"Houston, TX",-1,Houston,Texas
1260,Sr Data Engineer,"Wise Men Consultants
3.2","Houston, TX",Information Technology,Houston,Texas
1261,"Financial Data Analyst - Data Mining, Analytics, Reporting","Jobot
4.9","Stafford, TX",Business Services,Stafford,Texas
1262,Software Engineer/Data Analyst,"Crawford Thomas Recruiting
5.0","Houston, TX",Business Services,Houston,Texas
1263,Data Engineer,"PREDICTif Solutions
3.1","Houston, TX",Accounting & Legal,Houston,Texas
1264,Senior Business Intelligence Analyst,"Excite Health Partners
3.8","Houston, TX",Business Services,Houston,Texas
1265,"Financial Quantitative Analyst, Financial Services Risk Management - Structured Finance - Financial Services Office (Senior) (Multiple Positions)","EY
3.8","Houston, TX",Accounting & Legal,Houston,Texas
1266,Federal - Data Engineer - Senior,"Solekai Systems Corp
4.2","Houston, TX",Information Technology,Houston,Texas
1267,Senior Research Scientist Specializing in Machine Learning,"Ayata
2.4","Houston, TX",Accounting & Legal,Houston,Texas
1268,eDiscovery Data Analyst,"Servient
4.0","Houston, TX",Information Technology,Houston,Texas
1269,Medical Laboratory Scientist - Nights,"Houston Methodist
4.1","Houston, TX",Health Care,Houston,Texas
1270,SQL DBM - SaaS Data Modeler,Skiltrek,"Houston, TX",-1,Houston,Texas
1271,Data Analyst III (Healthcare Analytics),"Centene Corporation
3.3","Houston, TX",Insurance,Houston,Texas
1272,"Statistics Consultants for Thesis, Math Tutors - Math Tutoring Company","Mobile Math, LLC","Houston, TX",-1,Houston,Texas
1273,Senior Data Engineer,"Tokio Marine HCC
3.4","Houston, TX",Insurance,Houston,Texas
1274,Sr. Data Analyst,"Texas Dow Employees Credit Union
3.1","Sugar Land, TX",Finance,Sugar Land,Texas
1275,Manufacturing Science and Technology Senior Scientist (Viral Vector),US05 Lonza Houston Inc.,"Houston, TX",-1,Houston,Texas
1276,Process Development Scientist,"Catalent Pharma
3.1","Webster, TX",Biotech & Pharmaceuticals,Webster,Texas
1277,Two Postdoctoral Fellow Positions in Data Science at MD Anderson Cancer Center,"American Institute of Aeronautics and Astronautics
3.8","Houston, TX",Business Services,Houston,Texas
1278,Data Engineer Hadoop,"PREDICTif Solutions
3.1","Houston, TX",Accounting & Legal,Houston,Texas
1279,"Medical Lab Scientist, Lab Services - CLC Laboratory (up to 19 hours per week; evenings & weekends)","The University of Texas Medical Branch
3.5","Webster, TX",Health Care,Webster,Texas
1280,Medical Lab Scientist Specialist (Days) - Point of Care Testing,"Houston Methodist
4.1","Baytown, TX",Health Care,Baytown,Texas
1281,Medical Lab Scientist Specialist (Days) - Hematology,"Houston Methodist
4.1","Baytown, TX",Health Care,Baytown,Texas
1282,Senior Data Engineer,HCC Life Insurance,"Houston, TX",-1,Houston,Texas
1283,Sr Big Data Engineer,"Crown Castle USA Inc
3.6","Houston, TX",Telecommunications,Houston,Texas
1284,Network Data Engineer,"eTeam Inc.
3.7","Houston, TX",Business Services,Houston,Texas
1285,Sr. Data Engineer,Irvine Technology Corporation (ITC),"Houston, TX",-1,Houston,Texas
1286,Medical Lab Scientist - Nights/ Rotating Weekends,"Houston Methodist
4.1","Nassau Bay, TX",Health Care,Nassau Bay,Texas
1287,Strategic Business Analytics Manager,"CyberCoders
4.2","Houston, TX",Business Services,Houston,Texas
1288,Houston Data Science Tutor Jobs,"Varsity Tutors
4.2","Houston, TX",Information Technology,Houston,Texas
1289,Azure Data Engineer,"Diverse Lynx
3.9","Houston, TX",Information Technology,Houston,Texas
1290,Principal Data Engineer,"IHS Markit
3.5","Houston, TX",Business Services,Houston,Texas
1291,West University Place Data Science Tutor Jobs,"Varsity Tutors
4.2","West University Place, TX",Information Technology,West University Place,Texas
1292,Missouri City Data Science Tutor Jobs,"Varsity Tutors
4.2","Missouri City, TX",Information Technology,Missouri City,Texas
1293,Senior Data Engineer - C3.ai,Skiltrek,"Houston, TX",-1,Houston,Texas
1294,Bellaire Data Science Tutor Jobs,"Varsity Tutors
4.2","Bellaire, TX",Information Technology,Bellaire,Texas
1295,Stafford Data Science Tutor Jobs,"Varsity Tutors
4.2","Stafford, TX",Information Technology,Stafford,Texas
1296,Spring Data Science Tutor Jobs,"Varsity Tutors
4.2","Spring, TX",Information Technology,Spring,Texas
1297,Sugar Land Data Science Tutor Jobs,"Varsity Tutors
4.2","Sugar Land, TX",Information Technology,Sugar Land,Texas
1298,Principal Data Scientist,"Discount Tire
4.0","Scottsdale, AZ",Retail,Scottsdale,Arizona
1299,Data Scientist,"CyberCoders
4.2","Phoenix, AZ",Business Services,Phoenix,Arizona
1300,Human Factors Scientist,"Exponent
3.5","Phoenix, AZ",Business Services,Phoenix,Arizona
1301,Senior Data Analyst,"Integrate
4.4","Phoenix, AZ",Information Technology,Phoenix,Arizona
1302,Data Analyst,"MUFG
3.1","Tempe, AZ",Finance,Tempe,Arizona
1303,ETL/Data Engineer I (datastage),"USAA
3.6","Phoenix, AZ",Insurance,Phoenix,Arizona
1304,Data Scientist 2,"Humana
3.6","Phoenix, AZ",Insurance,Phoenix,Arizona
1305,Data Scientist - Customer Success,"Zoom Video Communications
4.8","Phoenix, AZ",Information Technology,Phoenix,Arizona
1306,Data Scientist,"Offerpad
4.4","Chandler, AZ",Real Estate,Chandler,Arizona
1307,Data Scientist with Python,"Sysmind LLC
4.1","Phoenix, AZ",Information Technology,Phoenix,Arizona
1308,Health Analytics Data Scientist,"Berkeley Research Group, LLC
3.1","Phoenix, AZ",Business Services,Phoenix,Arizona
1309,Data Scientist,"Headfarmer
4.6","Phoenix, AZ",-1,Phoenix,Arizona
1310,Data Scientist,"Freestar
4.9","Phoenix, AZ",Business Services,Phoenix,Arizona
1311,SQL Developer/Data Analyst,"Corbins Electric
3.7","Phoenix, AZ","Construction, Repair & Maintenance",Phoenix,Arizona
1312,Federal - Data Scientist,"Solekai Systems Corp
4.2","Phoenix, AZ",Information Technology,Phoenix,Arizona
1313,Data Scientist,"Vaco Technology
3.3","Scottsdale, AZ",Business Services,Scottsdale,Arizona
1314,Data Scientist,GradTests (gradtests.com),"Phoenix, AZ",-1,Phoenix,Arizona
1315,Data Scientist - Nationwide Opportunities,"Amazon
3.9","Phoenix, AZ",Information Technology,Phoenix,Arizona
1316,Data Scientist,"Amazon
3.9","Tempe, AZ",Information Technology,Tempe,Arizona
1317,Data Scientist,"Softcom Systems
4.4","Phoenix, AZ",Information Technology,Phoenix,Arizona
1318,Data Scientist,"GTN Technical Staffing
4.0","Scottsdale, AZ",Business Services,Scottsdale,Arizona
1319,Data Scientist / Statistician,"Scientific Technologies Corporation
2.8","Phoenix, AZ",Information Technology,Phoenix,Arizona
1320,Associate Data Scientist,"Impetus Technologies
3.7","Phoenix, AZ",Information Technology,Phoenix,Arizona
1321,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5","Phoenix, AZ",Government,Phoenix,Arizona
1322,Data & Analytics Consultant,"SEI
4.6","Phoenix, AZ",Business Services,Phoenix,Arizona
1323,Data Scientist,Youth Power Technosoft LLC.,"Phoenix, AZ",-1,Phoenix,Arizona
1324,Data Scientist,"Soaren Management
4.3","Scottsdale, AZ",Finance,Scottsdale,Arizona
1325,Machine Learning Engineer,"IntraEdge
3.8","Phoenix, AZ",Information Technology,Phoenix,Arizona
1326,Data Scientist,"fulcrum worldwide
3.3","Tempe, AZ",Information Technology,Tempe,Arizona
1327,Data Engineer,"Zoom
4.8","Phoenix, AZ",Information Technology,Phoenix,Arizona
1328,Sr. Data Scientist II,"Shutterfly
3.2","Tempe, AZ",Information Technology,Tempe,Arizona
1329,Director Data Scientist - Data Science Hub,"USAA
3.6","Phoenix, AZ",Insurance,Phoenix,Arizona
1330,"Data Analyst, Marketing","National Education Partners
4.6","Scottsdale, AZ",Education,Scottsdale,Arizona
1331,Quantum Data Scientist (Industrial-Process sector),"IBM
3.7","Phoenix, AZ",Information Technology,Phoenix,Arizona
1332,Data & Reporting Analyst,"Amazon
3.9","Tempe, AZ",Information Technology,Tempe,Arizona
1333,Data Operations Engineer,"Zoom
4.8","Phoenix, AZ",Information Technology,Phoenix,Arizona
1334,Applied Scientist,"Amazon
3.9","Tempe, AZ",Information Technology,Tempe,Arizona
1335,Data Scientist,"IntraEdge
3.8","Phoenix, AZ",Information Technology,Phoenix,Arizona
1336,Data Analyst,"Viasat
4.1","Phoenix, AZ",Telecommunications,Phoenix,Arizona
1337,Jr. Data Scientist/Engineer,CalTech IT Solution Private Limited,"Phoenix, AZ",-1,Phoenix,Arizona
1338,Business Data Analyst,"National Education Partners
4.6","Scottsdale, AZ",Education,Scottsdale,Arizona
1339,Data Scientist,Youth Power Technosoft LLC,"Phoenix, AZ",-1,Phoenix,Arizona
1340,Data Analyst,"TekCom Resources, Inc.
4.9","Phoenix, AZ",Business Services,Phoenix,Arizona
1341,Data Analyst,"NAGRA (Kudelski Group)
3.5","Phoenix, AZ",Telecommunications,Phoenix,Arizona
1342,Data analyst,"Atos Syntel Inc.
3.5","Phoenix, AZ",Information Technology,Phoenix,Arizona
1343,Data Engineer,"MUFG
3.1","Tempe, AZ",Finance,Tempe,Arizona
1344,Data Analyst,"Modis
3.2","Phoenix, AZ",Business Services,Phoenix,Arizona
1345,Senior Data Scientist,"Humana
3.6","Phoenix, AZ",Insurance,Phoenix,Arizona
1346,ML/Data Scientist,"Sysmind LLC
4.1","Phoenix, AZ",Information Technology,Phoenix,Arizona
1347,Network Security System/Data Analyst,"MUFG
3.1","Tempe, AZ",Finance,Tempe,Arizona
1348,Fall 2020 Supply Chain Data Analyst Intern,"ON Semiconductor
3.6","Phoenix, AZ",Manufacturing,Phoenix,Arizona
1349,Bioinformatics Scientist,"Exact Sciences Corporation
4.0","Phoenix, AZ",Health Care,Phoenix,Arizona
1350,Economic Development Data Scientist I,Town of Gilbert,"Gilbert, AZ","Construction, Repair & Maintenance",Gilbert,Arizona
1351,Internship - Analytics and Data Science (Healthcare),"Blue Cross Blue Shield of Arizona
3.1","Phoenix, AZ",Insurance,Phoenix,Arizona
1352,Sr Data Scientist,"PennyMac
3.4","Phoenix, AZ",Finance,Phoenix,Arizona
1353,Senior Director of Data Science,"Discount Tire
4.0","Scottsdale, AZ",Retail,Scottsdale,Arizona
1354,Principal Data Scientist- Public Sector,"IBM
3.7","Phoenix, AZ",Information Technology,Phoenix,Arizona
